nohup: les entrées sont ignorées

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-05-18 01:52:26 /accueil ..................................... ~ 1.22ms
  2026-05-18 01:52:26 /sw.js ........................................... ~ 2s
  2026-05-18 01:52:28 /register .................................. ~ 500.30ms
  2026-05-18 01:52:28 /sw.js ........................................... ~ 2s
  2026-05-18 01:53:02 /sw.js ....................................... ~ 0.23ms
  2026-05-18 01:56:45 /login ....................................... ~ 0.30ms
  2026-05-18 01:56:45 /sw.js ........................................... ~ 1s
  2026-05-18 01:56:51 /login-user ................................ ~ 500.58ms
  2026-05-18 01:56:51 /sw.js ........................................... ~ 3s
  2026-05-18 01:56:57 /login-user .................................. ~ 0.12ms
  2026-05-18 01:56:57 /sw.js ........................................... ~ 2s
  2026-05-18 01:57:28 /sw.js ....................................... ~ 0.23ms
  2026-05-18 01:58:01 /login-user ................................ ~ 500.31ms
  2026-05-18 01:58:01 /sw.js ........................................... ~ 3s
  2026-05-18 01:58:08 /login-user ................................ ~ 500.33ms
  2026-05-18 01:58:08 /sw.js ........................................... ~ 2s
  2026-05-18 01:58:12 /accueil ................................... ~ 500.34ms
  2026-05-18 01:58:13 /register ........................................ ~ 1s
  2026-05-18 01:58:14 /sw.js ....................................... ~ 0.16ms
  2026-05-18 01:58:16 /sw.js ....................................... ~ 0.18ms
  2026-05-18 01:58:45 /sw.js ....................................... ~ 0.28ms
  2026-05-18 02:04:23 /register .................................... ~ 0.16ms
  2026-05-18 02:04:23 /data/cameroun.json .......................... ~ 1.09ms
  2026-05-18 02:04:24 /sw.js ....................................... ~ 0.09ms
  2026-05-18 02:04:54 /sw.js ....................................... ~ 0.28ms
  2026-05-18 02:06:37 /register .................................. ~ 500.56ms
  2026-05-18 02:06:37 /register ........................................ ~ 1s
  2026-05-18 02:06:38 /register .................................... ~ 0.16ms
  2026-05-18 02:06:39 /sw.js ........................................... ~ 1s
  2026-05-18 02:07:10 /sw.js ....................................... ~ 0.23ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-18 02:15:11 /register .................................... ~ 0.18ms
  2026-05-18 02:15:11 /sw.js ........................................... ~ 2s
  2026-05-18 02:15:43 /sw.js ....................................... ~ 0.09ms
  2026-05-18 02:16:52 /dashboard ................................... ~ 0.16ms
  2026-05-18 02:16:52 /sw.js ........................................... ~ 2s
  2026-05-18 02:16:55 /accueil ..................................... ~ 0.17ms
  2026-05-18 02:16:56 /sw.js ........................................... ~ 1s
  2026-05-18 02:16:57 /register .................................... ~ 0.26ms
  2026-05-18 02:16:57 /sw.js ........................................... ~ 1s
  2026-05-18 02:17:29 /sw.js ....................................... ~ 0.23ms
  2026-05-18 02:56:46 /register .................................... ~ 0.11ms
  2026-05-18 02:56:46 /register ........................................ ~ 1s
  2026-05-18 02:56:47 /register .................................... ~ 0.06ms
  2026-05-18 02:56:47 /register .................................. ~ 500.73ms
  2026-05-18 02:56:47 /register .................................... ~ 0.06ms
  2026-05-18 02:56:48 /register .................................. ~ 500.36ms
  2026-05-18 02:56:48 /sw.js ....................................... ~ 0.04ms
  2026-05-18 02:56:48 /register .................................... ~ 0.03ms
  2026-05-18 02:56:48 /register .................................... ~ 0.07ms
  2026-05-18 02:56:48 /register .................................. ~ 501.02ms
  2026-05-18 02:56:48 /register .................................... ~ 0.10ms
  2026-05-18 02:56:48 /register .................................. ~ 500.47ms
  2026-05-18 02:56:49 /sw.js ........................................... ~ 1s
  2026-05-18 02:57:20 /sw.js ....................................... ~ 0.23ms
